"victim_zip","SpeciesIDDesc","bite_date","BreedIDDesc","GenderIDDesc","color","vaccination_yrs","vaccination_date","AdvIssuedYNDesc","WhereBittenIDDesc","quarantine_date","DispositionIDDesc","head_sent_date","release_date","ResultsIDDesc","datadif","year","month","season","total","class","CountryCode","PlaceName","AdminName1","AdminCode1","AdminName2","AdminCode2","AdminName3","AdminCode3","latitude","longitude","accuracy"
"40213","DOG",2011-12-20,"YORKSHIRE TERRIER","MALE","TAN/TRICOL",NA,"2006-01-30 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-03-02,"MIN PIN","MALE","BRN/BLK",3,"2010-07-06 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-01-22,"BASSET HOUND","MALE","WHT/BRN/BL",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2015-10-01,"PIT BULL",NA,"TAN",NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2015,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2016-06-01,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2015-05-18,"PIT BULL","MALE","BLACK",NA,NA,"YES","UNKNOWN",NA,"UNKNOWN",NA,NA,NA,NA,2015,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2013-04-15,"AKITA","FEMALE","BLK WHIT",1,"2013-04-13 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2014-05-03,NA,"MALE","BRINDLE",3,"2014-05-15 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2010-08-22,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-08-23 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","BAT",2013-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,8,"summer",232,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2011-09-05,NA,NA,"BROWN",NA,NA,"YES","HEAD",NA,NA,NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-02-21,"PIT BULL","FEMALE","BRN WHT",NA,NA,NA,"BODY",NA,NA,NA,"2016-03-03 00:00:00",NA,NA,2016,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2011-04-29,NA,NA,NA,NA,NA,"NO","BODY","2011-04-29 00:00:00",NA,NA,NA,NA,NA,2011,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-11-12,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2011-01-02,NA,"MALE","GRAY/WHITE",NA,NA,"YES","BODY","2011-01-07 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2011,1,"winter",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2011-07-02,NA,"MALE","BLACK",1,"2011-04-16 00:00:00","NO","BODY","2011-07-06 00:00:00",NA,NA,NA,NA,NA,2011,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-05-12,"GERM SHEPHERD","FEMALE","WHT/BROWN",1,"2012-05-22 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-02-22,"PIT BULL","FEMALE","RED WHT",NA,NA,NA,"BODY",NA,NA,NA,"2016-03-03 00:00:00",NA,NA,2016,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2010-03-19,NA,"UNKNOWN","BUFF",NA,NA,"NO","HEAD","2010-03-19 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-09-18,NA,"FEMALE","BROWN-BLK",NA,NA,"NO","BODY","2010-09-20 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2014-12-06,"PIT BULL","MALE","BLACK",1,"2014-01-30 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2014-08-23,NA,"MALE","WHITE TAN",1,"2014-09-06 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2014,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2015-07-05,"GERM SHEPHERD","FEMALE","BLK BRN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2015,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-12-12,NA,"UNKNOWN","BROWN",NA,NA,"YES","BODY","2010-12-13 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2011-09-30,NA,NA,"BLK",NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2013-08-24,NA,"MALE","BRN WHITE",3,"2014-03-08 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2017-08-15,NA,NA,"WHITE",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2017,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2017-04-15,NA,"MALE","WHITE",1,"2017-05-04 00:00:00",NA,"BODY",NA,NA,NA,"2017-05-01 00:00:00",NA,NA,2017,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2017-05-17,"CHICHAUHUA","FEMALE","TAN BRN",1,"2017-06-22 00:00:00",NA,"BODY",NA,NA,NA,"2017-05-30 00:00:00",NA,NA,2017,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-10-14,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2016,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-12-02,"DACHSHUND","MALE","TAN BLK",NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2016,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2011-10-04,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2016-08-20,NA,NA,"BROWN",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2016,8,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-10-31,NA,"MALE","CREAM",3,"2009-09-06 00:00:00","NO","HEAD","2010-11-02 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-01-17,"PIT BULL","MALE","BRN WHT",NA,NA,NA,"BODY",NA,NA,NA,"2016-01-27 00:00:00",NA,NA,2016,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-06-03,"PIT BULL","MALE","BLK WHT",3,"2016-06-16 00:00:00",NA,"BODY",NA,NA,NA,"2016-06-15 00:00:00",NA,NA,2016,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-10-27,NA,"FEMALE","WHITE",1,"2009-02-11 00:00:00","NO","BODY","2010-11-02 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2011-12-01,NA,"MALE","BLACK",1,"2011-03-17 00:00:00","NO","BODY","2011-12-02 00:00:00","RELEASED",NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-09-14,NA,"MALE",NA,1,"2012-10-05 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-04-03,NA,"UNKNOWN","BROWN-WHT",NA,"2009-10-27 00:00:00","NO","BODY","2010-04-05 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-03-31,"AM BULLDOG","MALE","BRN WHT",1,"2016-04-22 00:00:00",NA,"BODY",NA,NA,NA,"2016-04-11 00:00:00",NA,NA,2016,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-07-03,"PIT BULL","MALE",NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-08-20,NA,"UNKNOWN",NA,NA,NA,"NO","BODY","2010-08-23 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-08-12,"PIT BULL",NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2010-05-28,NA,"UNKNOWN","BLACK/WHIT",NA,NA,"NO","HEAD","2010-06-08 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,5,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2016-07-21,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-03-25,NA,"FEMALE","BROWNISHRE",3,"2007-03-22 00:00:00","NO","BODY","2010-03-26 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-11-29,NA,"MALE","BRINDLE/WH",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2012,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2014-09-30,NA,"MALE","BLK BRN",1,"2014-06-03 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2014,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","CAT",2010-11-29,NA,"UNKNOWN",NA,NA,NA,"NO","BODY","2010-11-29 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,11,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2010-10-16,NA,"MALE","BROWN",NA,NA,"NO","BODY","2010-10-16 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40213","DOG",2012-03-28,"BEAGLE","FEMALE","BROWN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1839,-85.7106,4
"40214","DOG",2015-02-25,"GERM SHEPHERD","MALE","WHITE",1,"2014-09-13 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2015,2,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","BAT",2017-05-22,NA,NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2017,5,"spring",232,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2016-01-08,"BEAGLE","MALE","GOLD WHT",NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2016,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-04-20,NA,"UNKNOWN","TAN",NA,NA,"YES","BODY","2010-04-21 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","CAT",2012-10-07,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2012,10,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-12-31,NA,"FEMALE","GOLD",1,"2010-11-01 00:00:00","NO","BODY","2011-01-05 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","CAT",2010-06-03,NA,"UNKNOWN",NA,NA,NA,"NO","HEAD","2010-06-04 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-11-22,NA,"UNKNOWN","CREAM",NA,NA,"NO","BODY","2010-11-22 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2012-01-05,NA,"MALE","TAN/WHT",NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2012,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2015-07-12,"ST BERNARD","FEMALE","WHITE",1,"2015-03-15 00:00:00",NA,"BODY",NA,NA,NA,"2015-07-22 00:00:00",NA,NA,2015,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2017-03-14,"CHOW CHOW","MALE","BRN",NA,NA,NA,"HEAD",NA,NA,2017-03-23,NA,"NEGATIVE",9,2017,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-08-02,NA,"MALE","BROWN-WHT",NA,NA,"NO","BODY","2010-08-09 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2017-07-16,"PIT BULL","MALE","BLUE WHT",1,"2017-07-29 00:00:00",NA,"BODY",NA,NA,NA,"2017-07-26 00:00:00",NA,NA,2017,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","CAT",2011-06-05,NA,"MALE","GRAY-WHT",NA,NA,"NO","BODY","2011-06-05 00:00:00",NA,NA,NA,NA,NA,2011,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2012-10-16,NA,"FEMALE","BLK/GRY",1,"2012-11-14 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2012,10,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-08-05,NA,"MALE","BROWN/WHIT",1,"2010-08-20 00:00:00","NO","BODY","2010-08-05 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2017-01-11,NA,"MALE",NA,NA,NA,NA,"HEAD",NA,NA,2017-01-11,NA,"NEGATIVE",0,2017,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2013-04-27,NA,"FEMALE","BRN",1,"2012-11-11 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2013,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2017-08-31,"CORGI","MALE","BRN/WHITE",NA,NA,"NO","BODY","2017-09-01 00:00:00",NA,NA,NA,NA,NA,2017,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-12-09,NA,"UNKNOWN",NA,NA,NA,"NO","BODY","2010-12-09 00:00:00","KILLED",2010-12-10,NA,"NEGATIVE",1,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-09-26,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2015-03-11,"HAVANESE","FEMALE","WHITE",NA,"2015-03-20 00:00:00",NA,"BODY",NA,NA,NA,NA,NA,NA,2015,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","CAT",2011-06-17,NA,"MALE",NA,1,"2011-07-08 00:00:00","NO","BODY","2011-06-17 00:00:00",NA,NA,NA,NA,NA,2011,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-04-21,NA,"UNKNOWN",NA,NA,NA,"NO","BODY","2010-04-22 00:00:00","UNKNOWN",2010-04-21,NA,"UNKNOWN",0,2010,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-08-31,NA,"FEMALE","BROWN",NA,"2011-02-05 00:00:00","NO","BODY","2011-08-31 00:00:00","RELEASED",NA,NA,NA,NA,2011,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-08-03,NA,"UNKNOWN",NA,NA,NA,"NO","BODY","2010-08-09 00:00:00","RELEASED",NA,NA,"UNKNOWN",NA,2010,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2010-12-11,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-12-13 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2016-03-06,"PIT BULL","MALE","WHT BRN",NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2016,3,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2015-11-10,"YORKSHIRE TERRIER",NA,"BROWN SILV",1,"2015-07-10 00:00:00",NA,"HEAD",NA,NA,NA,"2015-11-20 00:00:00",NA,NA,2015,11,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2014-08-23,NA,"MALE","WHT TAN",1,"2013-09-30 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2014,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2015-08-15,"ROTTWEILER","UNKNOWN","BLACK/BRN",1,"2015-08-28 00:00:00",NA,"BODY",NA,NA,NA,"2015-08-25 00:00:00",NA,NA,2015,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-06-14,NA,NA,"TAN-WHITE",NA,"2011-05-23 00:00:00","NO","BODY","2011-06-14 00:00:00",NA,NA,NA,NA,NA,2011,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2016-04-09,"GREAT DANE","FEMALE","BLK WHT",1,"2016-04-21 00:00:00",NA,"BODY",NA,NA,NA,"2016-04-19 00:00:00",NA,NA,2016,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","BAT",2011-07-15,NA,NA,NA,NA,NA,"YES","BODY",NA,NA,NA,NA,NA,NA,2011,7,"summer",232,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2015-06-07,"BLACK LAB","MALE","BLACK",1,"2015-04-11 00:00:00",NA,"HEAD",NA,NA,NA,"2015-06-17 00:00:00",NA,NA,2015,6,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-12-24,NA,NA,NA,NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2016-08-27,"BULL DOG","MALE","WHT/BLK",NA,NA,NA,"HEAD",NA,NA,NA,NA,NA,NA,2016,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","CAT",2010-06-22,NA,"UNKNOWN",NA,NA,NA,"YES","BODY","2010-06-23 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,6,"summer",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","BAT",2011-08-03,NA,NA,NA,NA,NA,NA,"BODY",NA,NA,NA,NA,NA,NA,2011,8,"summer",232,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-12-01,"CHICHAUHUA",NA,"BLK-BRN",NA,NA,"NO","BODY","2011-12-01 00:00:00",NA,NA,NA,NA,NA,2011,12,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2012-07-18,NA,"MALE","BROWN",NA,NA,NA,"BODY",NA,NA,2012-07-20,NA,"NEGATIVE",2,2012,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-09-22,NA,NA,NA,NA,NA,"NO","HEAD","2011-09-22 00:00:00",NA,NA,NA,NA,NA,2011,9,"fall",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","CAT",2010-11-09,NA,"UNKNOWN",NA,NA,NA,"NO","HEAD","2010-11-09 00:00:00","UNKNOWN",NA,NA,"UNKNOWN",NA,2010,11,"fall",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2015-08-02,NA,"FEMALE","BLACK",1,"2015-03-07 00:00:00",NA,"HEAD",NA,NA,NA,NA,NA,NA,2015,8,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2017-04-26,"PIT BULL","MALE","BLK WHT",NA,"2017-03-20 00:00:00",NA,"BODY",NA,NA,NA,"2017-05-08 00:00:00",NA,NA,2017,4,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2013-01-14,"PIT BULL",NA,NA,NA,NA,NA,"UNKNOWN",NA,NA,NA,NA,NA,NA,2013,1,"winter",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","BAT",2016-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-08-08,NA,"UNKNOWN",0,2016,8,"summer",232,"wildlife","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","CAT",2016-03-04,NA,"MALE","GRY BRN",1,"2016-02-02 00:00:00",NA,"BODY",NA,NA,NA,"2016-03-14 00:00:00",NA,NA,2016,3,"spring",1561,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-07-06,NA,NA,"BLACK",NA,NA,NA,"BODY",NA,"KILLED",2011-07-07,NA,"NEGATIVE",1,2011,7,"summer",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
"40214","DOG",2011-05-15,NA,"MALE","TRI",1,"2011-02-09 00:00:00","NO",NA,"2011-05-16 00:00:00",NA,NA,NA,NA,NA,2011,5,"spring",7003,"domestic","US","Louisville","Kentucky","KY","Jefferson",111,"",NA,38.1593,-85.778,4
